CustomerID,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile
12433.0,0,420,920.9499999999998,1,1,1
12434.0,84,54,198.12999999999994,3,2,2
12435.0,79,36,197.24999999999997,3,3,2
12436.0,99,16,84.28,3,4,3
12437.0,1,201,809.45,1,1,1
12438.0,14,98,381.70000000000005,1,2,1
12441.0,366,11,40.71,4,4,4
12442.0,3,12,40.08,1,4,4
12444.0,21,177,1119.13,2,1,1
12445.0,22,4,31.95,2,4,4
12446.0,57,58,248.1,3,2,2
12447.0,243,26,92.93,4,3,3
12448.0,44,22,130.94,2,3,2
12449.0,22,191,705.69,2,1,1
12450.0,156,8,12.94,4,4,4
12451.0,10,355,868.18,1,1,1
12452.0,16,23,99.67,1,3,3
12453.0,134,43,102.91,3,2,3
12454.0,53,30,218.45999999999995,3,3,2
12455.0,73,90,285.6,3,2,2
12456.0,44,129,461.37,2,1,1
12457.0,58,68,352.36999999999995,3,2,1
12458.0,71,38,164.4,3,3,2
12461.0,94,35,149.06,3,3,2
12462.0,2,72,332.41999999999996,1,2,1
12463.0,46,88,269.91,2,2,2
12464.0,10,29,343.15,1,3,1
12465.0,7,51,138.01999999999998,1,2,2
12468.0,143,40,139.07,3,3,2
12471.0,2,530,2263.9199999999996,1,1,1
12472.0,30,391,970.1200000000001,2,1,1
12473.0,29,178,2437.42,2,1,1
12474.0,17,455,1324.5,2,1,1
12475.0,53,36,105.88000000000001,3,3,3
12476.0,1,264,1306.93,1,1,1
12477.0,22,308,1333.87,2,1,1
12478.0,3,36,163.36,1,3,2
12479.0,3,35,91.43,1,3,3
12480.0,28,154,482.7,2,1,1
12481.0,22,217,739.79,2,1,1
12483.0,17,81,484.21000000000004,2,2,1
12484.0,32,347,1104.63,2,1,1
12488.0,9,55,205.40999999999994,1,2,2
12489.0,336,15,88.62,4,4,3
12490.0,5,245,659.75,1,1,1
12491.0,38,26,87.80000000000001,2,3,3
12492.0,63,20,66.95000000000002,3,3,3
12493.0,165,23,111.75000000000001,4,3,3
12494.0,9,84,351.94,1,2,1
12497.0,81,14,28.84,3,4,4
12498.0,21,23,96.55000000000003,2,3,3
12500.0,23,65,381.95000000000005,2,2,1
12501.0,315,160,387.32000000000005,4,1,1
12502.0,95,147,944.51,3,1,1
12503.0,337,1,1126.0,4,4,1
12504.0,18,15,141.7,2,4,2
12505.0,301,1,4.5,4,4,4
12506.0,232,23,73.50000000000001,4,3,3
12507.0,134,23,106.37,3,3,3
12508.0,26,68,118.32000000000001,2,2,3
12509.0,284,7,38.95,4,4,4
12510.0,142,33,140.69,3,3,2
12512.0,66,31,81.85000000000002,3,3,3
12513.0,84,36,80.57,3,3,3
12514.0,267,51,168.13999999999996,4,2,2
12515.0,353,16,108.5,4,4,3
12516.0,77,26,70.87,3,3,3
12517.0,28,281,663.29,2,1,1
12518.0,0,124,351.80999999999995,1,1,1
12519.0,63,17,52.59,3,4,4
12520.0,79,155,526.0899999999999,3,1,1
12521.0,142,38,113.84,3,3,3
12522.0,39,12,60.01,2,4,3
12523.0,1,110,567.36,1,1,1
12524.0,9,144,420.06,1,1,1
12526.0,0,71,238.11999999999998,1,2,2
12527.0,81,18,52.730000000000004,3,3,4
12528.0,9,95,512.34,1,2,1
12530.0,59,68,264.46999999999997,3,2,2
12531.0,14,17,64.76,1,4,3
12532.0,30,16,59.17,2,4,3
12534.0,130,63,191.22999999999996,3,2,2
12535.0,91,34,151.34999999999997,3,3,2
12536.0,7,273,13255.220000000001,1,1,1
12538.0,29,21,76.51000000000002,2,3,3
12539.0,22,274,2856.04,2,1,1
12540.0,19,481,1875.3400000000001,2,1,1
12541.0,29,52,188.02,2,2,2
12544.0,29,20,82.27000000000001,2,3,3
12545.0,75,50,201.19,3,2,2
12546.0,46,70,222.0,2,2,2
12547.0,197,8,63.6,4,4,3
12548.0,166,5,33.6,4,4,4
12550.0,79,57,176.15,3,2,2
12551.0,357,10,16.8,4,4,4
12552.0,38,20,182.31,2,3,2
12553.0,8,196,617.78,1,1,1
12556.0,50,119,319.64,2,1,1
12557.0,16,33,71.83000000000001,1,3,3
12558.0,1,22,27.500000000000007,1,3,4
12559.0,310,22,87.28,4,3,3
12560.0,5,111,315.79999999999995,1,1,1
12561.0,302,16,47.43,4,4,4
12562.0,8,168,535.62,1,1,1
12564.0,261,21,117.10000000000001,4,3,3
12565.0,281,10,24.11,4,4,4
12566.0,72,20,79.12,3,3,3
12567.0,22,463,1557.35,2,1,1
12569.0,2,191,1061.65,1,1,1
12571.0,39,34,44.89999999999999,2,3,4
12572.0,8,62,269.36999999999995,1,2,2
12573.0,227,28,58.70000000000001,4,3,3
12574.0,315,11,57.2,4,4,3
12576.0,35,89,214.54999999999998,2,2,2
12577.0,35,147,263.87,2,1,2
12578.0,21,120,373.0,2,1,1
12579.0,73,31,116.77,3,3,3
12580.0,246,24,62.58000000000001,4,3,3
12581.0,39,15,43.39,2,4,4
12582.0,238,22,115.10000000000001,4,3,3
12583.0,2,251,791.28,1,1,1
12584.0,3,126,938.1000000000004,1,1,1
12585.0,234,97,339.25,4,2,1
12586.0,17,12,54.6,2,4,3
12587.0,7,4,46.24,1,4,4
12588.0,39,10,95.8,2,4,3
12589.0,28,35,157.6,2,3,2
12590.0,190,70,718.6600000000001,4,2,1
12591.0,317,26,98.3,4,3,3
12592.0,92,18,59.6,3,3,3
12593.0,108,21,55.7,3,3,3
12594.0,37,119,374.7300000000001,2,1,1
12596.0,51,27,118.95000000000002,3,3,3
12597.0,19,214,852.51,2,1,1
12598.0,9,133,376.07000000000005,1,1,1
12599.0,29,62,185.76999999999998,2,2,2
12600.0,28,65,368.32000000000005,2,2,1
12601.0,189,29,189.81,4,3,2
12602.0,58,12,23.65,3,4,4
12603.0,21,3,28.95,2,4,4
12604.0,79,16,41.46,3,4,4
12605.0,365,3,5.4,4,4,4
12607.0,58,202,435.86,3,1,1
12609.0,78,60,211.07,3,2,2
12610.0,22,111,545.77,2,1,1
12611.0,52,65,173.88,3,2,2
12612.0,57,21,94.24000000000001,3,3,3
12613.0,31,163,477.71000000000004,2,1,1
12614.0,277,20,112.19999999999999,4,3,3
12615.0,2,105,324.41,1,1,1
12616.0,85,36,145.95,3,3,2
12617.0,29,41,79.08,2,3,3
12618.0,21,11,73.02,2,4,3
12619.0,16,95,1030.5700000000002,1,2,1
12620.0,14,92,197.6,1,2,2
12621.0,1,474,1373.65,1,1,1
12622.0,232,11,63.13,4,4,3
12623.0,276,18,47.31999999999999,4,3,4
12624.0,106,38,147.14000000000001,3,3,2
12625.0,211,91,210.64000000000004,4,2,2
12626.0,23,307,872.0,2,1,1
12627.0,10,230,675.7199999999999,1,1,1
12628.0,4,43,158.14,1,2,2
12630.0,9,64,287.13,1,2,2
12631.0,57,31,140.65000000000003,3,3,2
12633.0,58,103,327.28,3,1,1
12635.0,89,101,254.73000000000002,3,1,2
12637.0,67,386,1041.19,3,1,1
12638.0,33,39,99.84,2,3,3
12639.0,238,22,108.2,4,3,3
12640.0,23,53,303.0,2,2,1
12641.0,115,10,69.64999999999999,3,4,3
12642.0,25,47,168.75999999999996,2,2,2
12643.0,128,24,124.51,3,3,3
12644.0,129,31,86.94000000000003,3,3,3
12645.0,33,74,192.26000000000002,2,2,2
12646.0,4,45,107.42,1,2,3
12647.0,22,128,696.66,2,1,1
12648.0,154,21,66.62,4,3,3
12649.0,107,33,86.91,3,3,3
12650.0,3,20,38.69,1,3,4
12651.0,334,9,20.2,4,4,4
12652.0,322,51,144.51999999999998,4,2,2
12653.0,148,43,111.40999999999998,4,2,3
12654.0,10,38,167.98000000000002,1,3,2
12656.0,17,130,582.23,2,1,1
12657.0,11,56,284.53000000000003,1,2,2
12658.0,18,36,148.12,2,3,2
12659.0,29,5,26.54,2,4,4
12660.0,11,13,50.25,1,4,4
12662.0,0,232,741.49,1,1,1
12664.0,8,38,428.14,1,3,1
12665.0,324,4,21.75,4,4,4
12666.0,359,2,8.06,4,4,4
12667.0,58,33,119.60000000000001,3,3,3
12668.0,7,168,571.84,1,1,1
12669.0,150,102,2524.1800000000003,4,1,1
12670.0,10,94,301.0,1,2,1
12672.0,329,10,37.900000000000006,4,4,4
12673.0,5,42,122.99000000000001,1,2,3
12674.0,11,90,287.72999999999996,1,2,2
12676.0,24,45,316.2699999999999,2,2,1
12678.0,42,167,1084.87,2,1,1
12679.0,52,56,215.13,3,2,2
12680.0,0,52,189.17,1,2,2
12681.0,14,646,2061.71,1,1,1
12682.0,3,524,1968.4099999999999,1,1,1
12683.0,4,362,1018.24,1,1,1
12684.0,7,105,266.28000000000003,1,1,2
12685.0,28,157,482.15,2,1,1
12686.0,371,7,22.810000000000002,4,4,4
12688.0,113,171,705.3299999999999,3,1,1
12689.0,25,72,205.34,2,2,2
12690.0,205,16,88.43,4,4,3
12691.0,28,32,161.14999999999998,2,3,2
12693.0,120,41,225.87,3,3,2
12694.0,70,37,144.35999999999999,3,3,2
12695.0,7,27,129.20999999999998,1,3,2
12697.0,21,43,210.67,2,2,2
12700.0,7,270,738.1299999999999,1,1,1
12701.0,79,53,163.81,3,2,2
12702.0,19,12,65.30000000000001,2,4,3
12703.0,64,22,58.35000000000001,3,3,3
12704.0,7,90,645.7,1,2,1
12705.0,15,348,984.25,1,1,1
12707.0,291,33,106.80999999999999,4,3,3
12708.0,29,174,724.47,2,1,1
12709.0,3,256,964.82,1,1,1
12710.0,96,79,227.77,3,2,2
12712.0,22,142,939.1300000000001,2,1,1
12713.0,0,38,95.13,1,3,3
12714.0,9,259,619.5,1,1,1
12715.0,106,20,69.34,3,3,3
12716.0,3,69,183.93999999999997,1,2,2
12717.0,151,56,306.85,4,2,1
12718.0,71,19,51.72,3,3,4
12719.0,5,42,149.5,1,2,2
12720.0,2,359,987.06,1,1,1
12721.0,31,164,509.48,2,1,1
12722.0,85,57,251.26999999999998,3,2,2
12723.0,3,69,220.96,1,2,2
12724.0,5,53,197.22000000000006,1,2,2
12725.0,371,24,98.50000000000001,4,3,3
12726.0,28,124,261.23,2,1,2
12727.0,10,141,466.42999999999995,1,1,1
12728.0,71,46,214.78999999999996,3,2,2
12729.0,113,26,96.24000000000001,3,3,3
12731.0,23,277,930.7500000000001,2,1,1
12732.0,179,12,42.27,4,4,4
12733.0,234,22,74.2,4,3,3
12734.0,352,4,4.74,4,4,4
12735.0,315,43,232.89999999999998,4,2,2
12736.0,332,4,22.32,4,4,4
12738.0,372,11,43.45,4,4,4
12739.0,78,38,152.32,3,3,2
12740.0,63,27,55.99999999999999,3,3,3
12743.0,134,131,402.12,3,1,1
12744.0,51,229,25108.89,3,1,1
12747.0,2,103,449.88999999999993,1,1,1
12748.0,0,4459,14698.310000000001,1,1,1
12749.0,3,231,1171.5,1,1,1
12750.0,128,15,69.3,3,4,3
12752.0,81,53,121.59,3,2,3
12753.0,3,230,536.39,1,1,1
12754.0,235,65,132.5,4,2,2
12755.0,249,6,40.199999999999996,4,4,4
12756.0,86,4,2.97,3,4,4
12757.0,15,370,8012.789999999999,1,1,1
12758.0,116,97,164.96,3,2,2
12759.0,52,95,305.47,3,2,1
12762.0,7,69,188.79000000000002,1,2,2
12763.0,138,18,31.889999999999997,3,3,4
12764.0,316,45,242.43999999999997,4,2,2
12766.0,3,310,951.95,1,1,1
12769.0,238,32,142.60000000000002,4,3,2
12770.0,210,12,31.499999999999996,4,4,4
12772.0,59,55,203.54000000000002,3,2,2
12775.0,17,67,257.57000000000005,2,2,2
12778.0,19,51,193.47,2,2,2
12779.0,21,159,586.6099999999999,2,1,1
12781.0,21,30,88.14999999999999,2,3,3
12782.0,4,107,405.36,1,1,1
12783.0,2,86,1649.2399999999998,1,2,1
12784.0,9,57,161.13,1,2,2
12785.0,2,15,69.67999999999999,1,4,3
12787.0,9,20,79.96000000000001,1,3,3
12789.0,65,4,91.85000000000001,3,4,3
12790.0,192,21,82.92,4,3,3
12791.0,373,2,16.85,4,4,4
12792.0,256,25,87.74,4,3,3
12793.0,334,24,93.84,4,3,3
12794.0,53,45,93.47000000000003,3,2,3
12795.0,18,14,107.73,2,4,3
12797.0,360,17,75.57000000000001,4,4,3
12798.0,10,8,8.379999999999999,1,4,4
12802.0,183,26,64.25,4,3,3
12808.0,36,28,113.29,2,3,3
12809.0,168,26,115.17999999999999,4,3,3
12811.0,260,31,127.80000000000001,4,3,3
12812.0,44,15,31.03,2,4,4
12814.0,101,2,41.79,3,4,4
12815.0,147,47,253.86999999999998,4,2,2
12816.0,95,29,256.15,3,3,2
12817.0,281,4,48.29,4,4,4
12818.0,178,16,101.77,4,4,3
12820.0,3,59,112.38000000000001,1,2,3
12821.0,214,6,14.99,4,4,4
12822.0,70,47,138.80999999999997,3,2,2
12823.0,74,5,38.25,3,4,4
12824.0,59,25,63.39,3,3,3
12826.0,2,94,180.37000000000006,1,2,2
12827.0,5,25,71.7,1,3,3
12828.0,2,56,173.04000000000002,1,2,2
12829.0,322,12,154.0,4,4,2
12830.0,37,39,107.51999999999998,2,3,3
12831.0,262,9,27.599999999999998,4,4,4
12832.0,32,27,79.08000000000001,2,3,3
12833.0,145,24,130.58999999999997,4,3,2
12834.0,282,18,88.09,4,3,3
12836.0,59,174,749.1199999999999,3,1,1
12837.0,173,12,80.95000000000002,4,4,3
12838.0,33,120,276.64,2,1,2
12839.0,2,316,609.1,1,1,1
12840.0,143,116,237.55999999999997,3,1,2
12841.0,4,433,1040.24,1,1,1
12842.0,70,34,147.22999999999996,3,3,2
12843.0,65,108,368.40999999999997,3,1,1
12844.0,29,52,136.82,2,2,2
12845.0,267,27,75.33999999999999,4,3,3
12847.0,22,84,114.74,2,2,3
12849.0,31,48,140.37,2,2,2
12851.0,96,47,93.96,3,2,3
12852.0,290,20,70.9,4,3,3
12853.0,107,84,357.54,3,2,1
12854.0,78,114,332.31,3,1,1
12855.0,372,3,4.65,4,4,4
12856.0,7,314,806.73,1,1,1
12857.0,210,46,190.54999999999995,4,2,2
12863.0,52,6,25.369999999999997,3,4,4
12864.0,138,3,1.9699999999999998,3,4,4
12865.0,26,96,296.74,2,2,2
12866.0,283,26,114.81,4,3,3
12867.0,26,547,732.49,2,1,1
12868.0,185,107,279.45,4,1,2
12870.0,366,2,14.899999999999999,4,4,4
12871.0,84,11,23.22,3,4,4
12872.0,326,66,164.70999999999998,4,2,2
12873.0,282,4,16.150000000000002,4,4,4
12875.0,143,2,0.34,3,4,4
12876.0,57,85,191.63000000000008,3,2,2
12877.0,3,154,292.42999999999995,1,1,2
12878.0,18,49,98.03,2,2,3
12879.0,44,12,24.22,2,4,4
12881.0,275,7,230.79999999999998,4,4,2
12882.0,9,13,83.69,1,4,3
12883.0,24,42,248.92999999999998,2,2,2
12884.0,88,7,111.89,3,4,3
12885.0,63,72,272.06,3,2,2
12886.0,67,86,322.06999999999994,3,2,1
12888.0,214,7,41.53,4,4,4
12890.0,24,79,144.91,2,2,2
12891.0,185,3,1.1,4,4,4
12893.0,30,31,68.53,2,3,3
12895.0,42,24,79.4,2,3,3
12897.0,204,4,10.8,4,4,4
12901.0,8,125,189.19,1,1,2
12902.0,264,10,56.19,4,4,3
12904.0,18,71,220.43,2,2,2
12906.0,11,63,160.76999999999995,1,2,2
12908.0,58,4,2.0900000000000003,3,4,4
12909.0,39,96,642.6100000000001,2,2,1
12910.0,23,75,156.95999999999998,2,2,2
12912.0,2,24,65.26,1,3,3
12913.0,4,50,146.23999999999998,1,2,2
12915.0,148,22,149.35,4,3,2
12916.0,138,105,433.34999999999997,3,1,1
12917.0,128,2,9.9,3,4,4
12919.0,8,52,144.11999999999998,1,2,2
12920.0,17,27,106.1,2,3,3
12921.0,3,741,1772.0399999999997,1,1,1
12922.0,161,28,45.57999999999999,4,3,4
12923.0,64,28,81.01,3,3,3
12924.0,88,31,99.4,3,3,3
12925.0,4,45,103.96000000000001,1,2,3
12928.0,35,84,163.17999999999998,2,2,2
12929.0,122,9,69.7,3,4,3
12930.0,78,27,80.77000000000001,3,3,3
12931.0,21,102,175.52999999999997,2,1,2
12933.0,24,107,281.83,2,1,2
12935.0,2,130,266.41999999999996,1,1,2
12936.0,17,63,128.60999999999999,2,2,3
12937.0,15,120,284.6,1,1,2
12938.0,25,9,11.44,2,4,4
12939.0,64,47,112.96000000000001,3,2,3
12940.0,46,100,405.9,2,1,1
12942.0,131,70,302.0399999999999,3,2,1
12943.0,301,1,3.75,4,4,4
12944.0,35,30,95.66,2,3,3
12945.0,288,23,113.85000000000001,4,3,3
12947.0,143,103,438.96999999999986,3,1,1
12948.0,16,118,347.69999999999993,1,1,1
12949.0,30,219,625.6100000000001,2,1,1
12950.0,2,23,31.950000000000003,1,3,4
12951.0,8,65,204.63,1,2,2
12952.0,5,80,325.90000000000003,1,2,1
12953.0,9,17,113.0,1,4,3
12955.0,1,183,310.93999999999994,1,1,1
12956.0,306,19,82.94000000000001,4,3,3
12957.0,4,244,691.23,1,1,1
12962.0,7,16,47.769999999999996,1,4,4
12963.0,8,96,314.96000000000004,1,2,1
12965.0,89,108,397.26000000000005,3,1,1
12966.0,9,10,34.23,1,4,4
12967.0,3,33,189.58999999999997,1,3,2
12968.0,112,5,16.45,3,4,4
12970.0,7,129,277.84,1,1,2
12971.0,3,308,714.85,1,1,1
12974.0,197,8,61.599999999999994,4,4,3
12976.0,211,22,33.76,4,3,4
12977.0,156,9,38.07,4,4,4
12980.0,155,24,396.03000000000003,4,3,1
12981.0,29,20,32.47,2,3,4
12982.0,239,34,59.28,4,3,3
12984.0,18,4,15.399999999999999,2,4,4
12985.0,0,78,145.83999999999997,1,2,2
12987.0,73,30,184.79999999999995,3,3,2
12988.0,292,83,355.39,4,2,1
12989.0,3,68,213.11000000000004,1,2,2
12990.0,31,13,26.64999999999999,2,4,4
12991.0,23,31,71.51,2,3,3
12993.0,23,27,57.720000000000006,2,3,3
12994.0,4,73,304.81,1,2,1
12995.0,77,5,7.99,3,4,4
12997.0,22,67,211.21,2,2,2
12999.0,196,28,71.38000000000001,4,3,3
13000.0,106,31,93.39000000000001,3,3,3
13001.0,4,340,821.29,1,1,1
13002.0,318,7,19.75,4,4,4
13003.0,105,6,13.5,3,4,4
13004.0,11,409,822.5,1,1,1
13005.0,173,29,157.89999999999998,4,3,2
13006.0,56,4,21.18,3,4,4
13008.0,323,15,25.129999999999992,4,4,4
13011.0,372,3,12.65,4,4,4
13012.0,9,106,357.65000000000003,1,1,1
13013.0,1,222,701.75,1,1,1
13014.0,2,124,649.7200000000001,1,1,1
13015.0,53,175,885.4300000000001,3,1,1
13016.0,73,47,149.14,3,2,2
13017.0,7,1,4.25,1,4,4
13018.0,16,459,1003.49,1,1,1
13021.0,4,134,509.5,1,1,1
13023.0,64,40,182.1,3,3,2
13026.0,1,43,36.68999999999999,1,2,4
13027.0,113,26,10.400000000000002,3,3,4
13028.0,22,47,47.27,2,2,4
13029.0,30,10,73.88,2,4,3
13030.0,11,92,304.76,1,2,1
13032.0,38,75,278.00999999999993,2,2,2
13033.0,357,11,29.049999999999997,4,4,4
13034.0,54,37,87.77,3,3,3
13035.0,57,30,55.34000000000001,3,3,3
13037.0,138,48,183.43,3,2,2
13038.0,80,28,77.23,3,3,3
13040.0,8,43,120.57,1,2,3
13043.0,253,14,88.78999999999999,4,4,3
13044.0,291,33,107.54,4,3,3
13045.0,99,18,28.27,3,3,4
13046.0,30,35,214.99999999999997,2,3,2
13047.0,31,196,798.3,2,1,1
13048.0,14,136,251.28,1,1,2
13049.0,64,14,55.06999999999999,3,4,3
13050.0,9,422,1300.17,1,1,1
13052.0,212,18,59.290000000000006,4,3,3
13055.0,64,78,196.1,3,2,2
13058.0,24,8,46.599999999999994,2,4,4
13059.0,249,8,41.75,4,4,4
13060.0,253,15,59.74,4,4,3
13061.0,72,10,34.03,3,4,4
13062.0,191,11,75.01,4,4,3
13064.0,12,68,238.35999999999999,1,2,2
13065.0,373,14,73.11000000000001,4,4,3
13066.0,24,49,172.26999999999998,2,2,2
13067.0,82,15,57.900000000000006,3,4,3
13068.0,10,2,3.44,1,4,4
13069.0,0,469,809.1400000000001,1,1,1
13070.0,192,9,18.72,4,4,4
13072.0,266,7,23.45,4,4,4
13075.0,129,22,44.870000000000005,3,3,4
13077.0,1,111,195.39999999999998,1,1,2
13078.0,1,380,1510.2000000000003,1,1,1
13079.0,4,6,25.0,1,4,4
13080.0,179,6,3.47,4,4,4
13081.0,1,1061,2489.93,1,1,1
13082.0,126,75,220.01999999999998,3,2,2
13083.0,4,18,61.32,1,3,3
13085.0,157,29,100.88000000000001,4,3,3
13089.0,2,1853,5155.75,1,1,1
13090.0,8,161,722.19,1,1,1
13091.0,21,24,25.41,2,3,4
13092.0,70,26,127.69999999999997,3,3,3
13093.0,267,170,583.51,4,1,1
13094.0,21,30,38.31000000000002,2,3,4
13095.0,70,6,4.16,3,4,4
13097.0,32,435,1882.21,2,1,1
13098.0,1,605,1713.6,1,1,1
13099.0,99,1,0.72,3,4,4
13101.0,234,8,23.74,4,4,4
13102.0,1,310,797.54,1,1,1
13103.0,39,8,31.74,2,4,4
13104.0,3,20,43.43000000000001,1,3,4
13106.0,128,2,8.5,3,4,4
13107.0,44,60,107.76,2,2,3
13108.0,372,10,17.520000000000003,4,4,4
13109.0,2,50,135.23999999999995,1,2,2
13110.0,31,146,695.73,2,1,1
13113.0,0,280,1033.48,1,1,1
13115.0,8,132,343.84000000000003,1,1,1
13116.0,117,31,151.6,3,3,2
13117.0,21,76,185.01,2,2,2
13118.0,19,82,291.4099999999999,2,2,2
13120.0,238,1,2.55,4,4,4
13121.0,269,53,88.63999999999999,4,2,3
13122.0,94,55,145.01,3,2,2
13124.0,89,222,698.3199999999999,3,1,1
13126.0,4,142,315.91999999999996,1,1,1
13127.0,77,15,43.28000000000001,3,4,4
13130.0,94,2,4.5,3,4,4
13131.0,23,46,154.10999999999999,2,2,2
13132.0,261,3,14.8,4,4,4
13133.0,273,7,37.4,4,4,4
13134.0,72,105,328.79,3,1,1
13135.0,196,1,0.72,4,4,4
13136.0,50,139,410.30999999999995,2,1,1
13137.0,10,688,1360.71,1,1,1
13138.0,22,63,177.76,2,2,2
13139.0,16,174,607.4099999999999,1,1,1
13140.0,108,45,134.39,3,2,2
13141.0,84,136,300.28,3,1,1
13142.0,19,23,68.93,2,3,3
13144.0,332,3,18.65,4,4,4
13145.0,39,7,311.51,2,4,1
13146.0,26,17,34.46,2,4,4
13147.0,10,4,19.8,1,4,4
13148.0,29,340,1253.52,2,1,1
13149.0,14,86,247.83999999999995,1,2,2
13151.0,203,75,424.76,4,2,1
13153.0,5,15,19.17,1,4,4
13154.0,144,1,611.86,4,4,1
13155.0,33,85,247.51999999999998,2,2,2
13157.0,49,89,166.45000000000002,2,2,2
13158.0,94,79,158.83999999999995,3,2,2
13159.0,8,121,326.24000000000007,1,1,1
13160.0,22,4,12.100000000000001,2,4,4
13161.0,313,8,38.9,4,4,4
13162.0,122,82,118.50000000000001,3,2,3
13165.0,46,42,33.64,2,2,4
13166.0,282,42,99.3,4,2,3
13167.0,18,65,191.64000000000001,2,2,2
13168.0,36,128,408.65000000000003,2,1,1
13169.0,63,13,49.17,3,4,4
13170.0,26,30,47.28,2,3,4
13171.0,8,48,227.64999999999998,1,2,2
13173.0,4,43,113.81,1,2,3
13174.0,16,293,1024.6,1,1,1
13176.0,46,67,188.62999999999997,2,2,2
13177.0,64,17,59.75,3,4,3
13178.0,26,265,542.34,2,1,1
13182.0,45,11,7.54,2,4,4
13183.0,7,94,191.06999999999996,1,2,2
13184.0,14,181,336.28999999999996,1,1,1
13185.0,267,1,5.95,4,4,4
13186.0,39,84,268.88999999999993,2,2,2
13187.0,337,37,139.32,4,3,2
13188.0,11,2,19.15,1,4,4
13189.0,18,29,11.360000000000001,2,3,4
13192.0,95,63,165.60999999999999,3,2,2
13193.0,61,25,77.44,3,3,3
13194.0,135,3,7.95,3,4,4
13196.0,11,110,275.86,1,1,2
13198.0,10,229,554.88,1,1,1
13199.0,3,120,316.25,1,1,1
13200.0,19,46,155.28,2,2,2
13203.0,9,57,131.33,1,2,2
13207.0,15,8,18.33,1,4,4
13208.0,58,149,343.18000000000006,3,1,1
13209.0,30,329,761.1,2,1,1
13210.0,93,22,33.260000000000005,3,3,4
13211.0,10,55,78.07000000000001,1,2,3
13212.0,9,142,538.0699999999999,1,1,1
13213.0,56,92,246.39,3,2,2
13216.0,267,5,7.24,4,4,4
13217.0,122,7,16.150000000000002,3,4,4
13218.0,127,5,4.65,3,4,4
13220.0,78,21,95.17,3,3,3
13221.0,240,66,330.95,4,2,1
13223.0,200,5,9.8,4,4,4
13224.0,60,109,250.78999999999996,3,1,2
13225.0,3,34,87.42999999999999,1,3,3
13226.0,273,16,43.39,4,4,4
